scope,event_id,match_id,evaluation_fold
ALL,82f4811f-2781-4152-9566-0a3cd69cafe7,3869519,1
ALL,82f6e36a-c1cc-47b0-b531-e5294497ed06,3930177,4
ALL,83004748-3731-43a8-a118-4adc90eebf9b,3857282,1
ALL,8305d359-016d-408d-a678-ebfa3b725230,3930174,2
ALL,8320476c-eb0f-49f9-9bb1-ca1666881226,3869685,1
ALL,832bdc29-9807-4bdf-8a23-52889d49fc3e,3857297,2
ALL,8338d61a-0cbf-4b1d-b283-3a546e29ee3d,3930167,4
ALL,8340c7ef-3d0b-44a7-89e5-25c8424c8c6e,3857265,1
ALL,83504351-dd56-46c2-9c24-a97eeaa01074,3857299,4
ALL,835b10b4-03d2-4c62-b4f3-242b1ed37e05,3857292,0
ALL,8376be79-1fe9-4dc7-8852-997b869192d2,3857256,0
ALL,8379fe04-36f9-4f4a-a559-c2650049e2f9,3942227,4
ALL,837fdbfd-4674-4487-bde9-80ffa2e3805f,3857256,0
ALL,838625c4-bea1-4263-9523-7c11512f5270,3938643,1
ALL,83866733-7515-4be8-bf22-503bc34ff5ec,3857261,4
ALL,83877838-a9b0-4057-82dc-63435a116674,3869685,1
ALL,8392ee30-147a-4178-b21b-34673851ef0e,3857290,2
ALL,83b3b969-6c73-45de-8df9-3f04f82ef228,3869151,0
ALL,83c237c6-fe31-42dc-b2fc-d07c1f8a4f05,3930181,0
ALL,83de9e46-1c83-41ff-b16c-8a74570dbfc0,3930172,0
ALL,83e85575-99b9-4f97-a3ea-1ade842954b9,3857273,0
ALL,83ee238f-266d-4885-b9d0-50015b9302dc,3930164,4
ALL,84048193-4ae7-4983-9330-8c2f796db10e,3869118,1
ALL,84075c8a-3a12-4a4a-8031-d4d7ded916b7,3857276,2
ALL,840c00fe-c85f-41ed-a4f1-260ccb75d52a,3869220,0
ALL,84235efc-b4e0-47c0-863b-e0243c1b2c85,3930159,0
ALL,8431bfe3-c0ff-4e7e-b09b-7d4679576d9a,3930158,0
ALL,844407f7-601b-41cb-bb30-32fc14940d91,3930176,0
ALL,845e05e2-5aa6-4237-8b8a-408787a5317f,3857299,4
ALL,84763131-2b1f-447a-9946-616906918177,3941020,3
ALL,8476afa1-92a4-4f50-85e7-0317ee0905b1,3930177,4
ALL,84815ce1-37c9-418d-988b-bee3b9be8bc5,3857255,0
ALL,8485a6bf-334f-4e68-8912-256c9d0268ee,3938637,4
ALL,84890daa-52d3-49d7-b277-8bf0328eac3e,3930179,4
ALL,8492d148-7826-44f6-90ba-5eb63b42ac31,3930180,1
ALL,84b08d1a-328f-442d-9d9c-0b027ad47a44,3869220,0
ALL,84b370a5-5b12-4db5-ad3a-c4d6a13d2bd2,3857267,2
ALL,84d5c0f9-2861-4c48-aa12-bf86b6c39ff1,3938640,3
ALL,84db291d-32e0-430c-8c23-ca888e9d441b,3857296,1
ALL,84eef102-c7ee-4261-bb79-75492ed6bd09,3857299,4
ALL,84fded9e-766e-4555-9f2e-a4e23cb619a1,3857275,0
ALL,851b4608-95c1-42d2-91a0-785d7bfded84,3930175,3
ALL,851cda78-dbc1-4b5a-afc8-b261ed55f38f,3942819,4
ALL,851cfb94-6046-4b0b-be60-e51dc4c3a446,3857272,2
ALL,85302933-1985-47ad-89b5-dec24ba310fb,3857288,4
ALL,8552ce46-dc93-464b-ad1f-d12b937a3172,3857283,3
ALL,85724f5a-b175-4692-848d-b8fa8c70fd78,3930180,1
ALL,857b7490-c6a4-482f-9ba0-d77e6179190c,3857260,1
ALL,857def2d-c78f-4268-ae5b-88244b38a989,3857295,2
ALL,859b5b6a-39d9-4989-874a-4db64b5ffb99,3930180,1
ALL,85aa6e41-14a2-46f2-adf5-a47933e772b3,3942226,3
ALL,85aa7e05-c6bf-47b0-a08c-147b0431f40e,3869118,1
ALL,85cda4e4-e98c-468f-a93d-b9c531bc33ea,3930158,0
ALL,85cf1d18-e2f6-4d67-907f-5e5e9dc3b7c9,3930184,1
ALL,85edadfe-1855-48d3-8356-886293727068,3857273,0
ALL,85ede76b-4e39-4103-9b17-2b499119e737,3941017,1
ALL,85ee0731-2c48-4bfc-9a6f-0c2eaa0dcea5,3930162,0
ALL,85f4afde-b5cc-4db9-883d-41ac1330e0a0,3930163,3
ALL,85f7bc7b-e4cc-44e3-8644-49ae08e3a3a1,3930165,3
ALL,85fbc181-63b6-4038-9f28-1f3208825c1a,3930163,3
ALL,860120af-6497-4995-8a17-6c8a64df4db5,3857260,1
ALL,8618362b-a119-4905-92f9-591a654aa372,3869321,0
ALL,862439c5-94e2-4973-82da-80469c32873a,3857294,2
ALL,8628b86c-956d-4660-99ec-ddbb678cf526,3857293,4
ALL,863461cb-a382-4336-b2f2-01ef99e04fd3,3857284,0
ALL,863b70a8-2f15-4ce9-8891-c0d9591842fc,3938642,0
ALL,863b898f-3db9-44a8-8f64-bee20d8399c0,3869118,1
ALL,86434e94-a80b-41ec-8a07-c0b5cae692d8,3857301,1
ALL,866fe3c9-486b-4acf-b076-baaffe796c53,3938645,1
ALL,867086ed-1d20-4854-9c93-9b55e793b303,3930180,1
ALL,8670eef6-0968-4e8c-a4f8-ebf8a75d6d96,3857279,1
ALL,86761322-fedb-4c32-9f3f-b7bf271eb27e,3930158,0
ALL,867689b9-f818-4656-bbd2-46ce773fb26b,3942382,0
ALL,867d279f-cd52-4f10-b607-172424552218,3869117,2
ALL,8684631b-415b-4cb2-bffc-b85b74369b0a,3857256,0
ALL,8689f6cc-dde0-4be6-b346-3989c783733b,3930184,1
ALL,8697e6b6-e82c-44c0-b533-44f637a297c6,3857288,4
ALL,86b60806-d7ba-4050-8356-3962ae277fda,3857283,3
ALL,86b6a30d-5b5d-40cf-8dde-2b9f2f2bb5b5,3857263,0
ALL,86bfc827-585e-428b-827e-d6c9190afe75,3930162,0
ALL,86c1324d-a589-4775-9c94-2a688d1d8702,3857260,1
ALL,86c48588-841f-43e7-97be-d185d50833aa,3869219,1
ALL,86c6be1b-7455-41e5-925e-9012ba9d3fa1,3930182,3
ALL,86c6de46-e94a-4ac0-80bf-aa8741ee49d1,3869220,0
ALL,86f121bc-11d3-4575-901b-e2c697f544f1,3930175,3
ALL,86f4e527-34fd-4f8d-8319-9e5c92306c83,3857265,1
ALL,86f6730e-efa1-4761-9841-9ca19ef58122,3942752,2
ALL,86f919af-753a-48fb-b91d-54be5dd3e22b,3941020,3
ALL,87016dbf-480d-4264-b811-c06281ef03b4,3930164,4
ALL,871975a7-00f6-47d7-a184-c41c5094aa41,3943043,1
ALL,871e3900-ce3a-4b03-9ca5-dd76ee8d90fa,3938638,3
ALL,87205936-23f8-4ace-beb2-59ed26612707,3930171,1
ALL,8727a936-7673-4b70-8cf3-eb23829d0cd7,3857279,1
ALL,873d78d7-bf27-428c-b352-a1d25b261e30,3857258,2
ALL,87758bf7-ba26-4115-9dfa-075201a929b3,3857262,4
ALL,87761133-eb36-4541-93b4-f9a9415577d2,3857257,2
ALL,87910bee-5dc3-49ed-b63b-759eb7044793,3869684,2
ALL,8799a66f-ccbc-472f-9fdd-fc0269ae4f12,3857272,2
ALL,87a6bc33-bbdf-4c24-b1db-83383a735eb9,3930180,1
ALL,87b0e70f-d159-40aa-8369-c22c09b6f5dd,3930163,3
ALL,87cb2a69-611f-481f-9562-dd071a22ed3d,3857291,3
ALL,87e34cc9-87da-4970-b3c5-2872b892b350,3941021,3
ALL,87e7a410-e4a1-4006-90b3-4aa109d794fa,3930169,2
ALL,87e8796b-52cd-45c9-8f4f-c905c0ee17b7,3869219,1
ALL,87ebe2b7-f350-4167-b861-adbabb34e2f3,3943043,1
ALL,87fcd8cf-bced-44a6-8f94-eb7e706fb361,3930159,0
ALL,87ffdb03-f9d3-4151-91c5-c0443d584743,3941018,1
ALL,8801f3cc-237f-4772-9e4d-ad80db5948f7,3869151,0
ALL,880fe5d8-11ee-4849-aed1-d464c5137ee4,3930172,0
ALL,88184208-b591-4afd-8ccd-2ec3cc289195,3869117,2
ALL,882a5556-56df-4d39-b243-45b7df9797f2,3869117,2
ALL,882b29b2-6e32-4e0c-8931-72550696c8b9,3930177,4
ALL,88320bbe-1507-4ce6-9f8b-3396dc732cda,3857292,0
ALL,8837db0d-2870-425d-983d-5c1f36fc72fe,3857293,4
ALL,883d622d-9670-4528-badc-3281aba2367e,3941019,0
ALL,883da829-e77d-42a2-bdfa-e0e917578ed4,3857256,0
ALL,88528203-53f6-4fae-8763-5a7f50cccd1d,3857261,4
ALL,88545b8d-611e-4132-a5da-50a524a672ab,3857300,0
ALL,88658e0e-88d6-40e1-b81f-80f997ed09d2,3942752,2
ALL,88ae885b-fa24-4e20-b478-15af800eb58a,3857280,2
ALL,88b9e0ae-b09f-471b-aac1-4f70d7e67e0f,3857263,0
ALL,88bbe771-847b-4aca-9446-4ac9cbf510b0,3857270,3
ALL,88c09a15-9574-44f4-abd5-57f9aa9a29f2,3857293,4
ALL,88d9da91-243c-4c25-bc17-a85c4c75e195,3857269,3
ALL,88daf221-0fd7-4e69-95a4-b17615a40c68,3930173,4
ALL,892ce338-3111-4c3c-8060-f07de57d501d,3857278,3
ALL,892ec91b-0d9d-4a22-82ca-defebaecc1de,3857266,2
ALL,8939bc7c-2714-456a-b80e-c9c2ba298b1e,3930179,4
ALL,893a8142-4c01-4543-9279-a024db716356,3857259,0
ALL,893cabcb-5e63-4bf7-beba-2ff25ce885b8,3857267,2
ALL,89484afd-ac0c-4653-b2de-03fc66679f1c,3857268,4
ALL,89507550-4493-4224-8dcb-46c4ddd2a9a2,3930169,2
ALL,89623979-12f7-4cf0-94ac-ddfa29149075,3930166,4
ALL,8964ad9e-2682-46b5-92ba-1240c5e9cf05,3857263,0
ALL,897df443-6fab-4515-9543-1d012d0126bb,3943043,1
ALL,8982cf53-6483-4a74-81ba-1229da13254f,3857263,0
ALL,89a35fc2-ab35-4d44-9547-ac71cbd903d1,3857270,3
ALL,89a8bf86-48f8-49f2-8b1d-ca6bd06c6b91,3930161,4
ALL,89b016c7-8b21-446c-8cfd-d8d0da0c44d5,3941022,2
ALL,89b16a36-61cc-4f6c-879c-5d61df55aa1c,3857287,1
ALL,89bfdc98-e598-46ed-a1af-8bdca331e42a,3857270,3
ALL,89c36783-669e-4af9-865d-ac70a2626e38,3930171,1
ALL,89c51480-e2ed-4a15-a214-5879eca54f9b,3930175,3
ALL,89cde55f-28ae-4f19-b5bf-c4d71513a3f4,3930162,0
ALL,89e52f1e-317a-4e94-a014-a944f1174e50,3857301,1
ALL,89e694e4-7e19-408e-bdef-e3b2a1c76a84,3930169,2
ALL,89f4a819-a949-477a-b6d2-1366a9064590,3857274,3
ALL,89fb34e4-6b46-4c07-993c-9c628533de80,3869321,0
ALL,8a011aae-d032-45eb-a5cc-ef68881d8a12,3857256,0
ALL,8a0f2b06-f957-4f50-b0ae-c5dc372a7df2,3857281,4
ALL,8a21db63-cd0f-4d96-bfd9-c5cb29b52aa7,3857274,3
ALL,8a248307-6b2b-4dd0-90b3-bcad9f0213cf,3857299,4
ALL,8a26f403-f7aa-4649-847b-9cb4dbec338f,3930171,1
ALL,8a391c76-7976-462a-a1c7-4e5b84dfeb63,3857273,0
ALL,8a51ee55-41d2-436a-8be0-a17f8dace607,3857265,1
ALL,8a5585b2-6374-469f-aa65-fe56ac4a3bb7,3930175,3
ALL,8a595829-6c5a-485a-922d-938117769aac,3857296,1
ALL,8a6f6a8e-dcd8-4623-8bce-17a7cb326ce5,3940983,3
ALL,8a7e9ed6-8ca0-4ee9-8403-6a553cb0147e,3857288,4
ALL,8a886067-10b6-441f-9057-da28375f1f5b,3857270,3
ALL,8a889e77-bd72-4477-8b74-18c35cc4f7ea,3942226,3
ALL,8a96071f-a88e-4751-aa9c-948d740c8e2f,3942752,2
ALL,8a9b5099-424d-4fec-866a-56000d24f717,3941017,1
ALL,8ac828fb-7324-4223-b4cc-c5c40d5dae0b,3857269,3
ALL,8ac93819-74c5-4e18-9c19-f46c63268151,3942382,0
ALL,8ad52cee-c107-4d42-b6b6-b17274b8d82b,3857293,4
ALL,8aea2def-bd71-4987-976c-415af46746b2,3930160,4
ALL,8aee344d-a162-4686-afdd-fa2967879961,3930164,4
ALL,8af1d539-13a5-42ab-9c5f-2f605c9305a0,3857287,1
ALL,8af4fc27-469b-4d3e-b47f-2ef435b28d3b,3857262,4
ALL,8b22209a-6b09-4e7a-aecf-42e5eb5bcbe2,3930183,3
ALL,8b224c2f-8555-4780-b412-8e2caaad88f1,3930174,2
ALL,8b233983-0379-4255-9f6e-0f16a7845a1f,3930174,2
ALL,8b24547e-619f-4bf5-8301-4854db987cba,3857269,3
ALL,8b2be2fd-72eb-4f53-8c17-4e6d23ff4576,3941022,2
ALL,8b2cd05c-df63-4234-b3e4-a02a9497f4db,3930164,4
ALL,8b4d5770-4131-4220-a18d-a4e6c103f873,3857273,0
ALL,8b5befb5-3529-4ea0-8789-b0546b91a59a,3930171,1
ALL,8b6f603d-e14c-4521-8ce0-23da7007d285,3869219,1
ALL,8b746731-fca1-424d-9df7-2cc60c544e69,3857257,2
ALL,8b75a44b-d145-447f-9280-e82cadfa43fb,3930180,1
ALL,8b85a43f-3ff7-48df-81af-f3063e3d2a15,3943043,1
ALL,8ba0dbd7-525e-4dc3-bc9e-30744895223e,3938639,2
ALL,8bb605d2-081a-4607-acd0-323a2434e977,3942227,4
ALL,8bd3af6b-e27c-48e7-8da5-d0cc6c2d15c8,3857255,0
ALL,8bdb1186-887e-4140-b254-baed7640b843,3942227,4
ALL,8be05f04-acf9-4ea6-b3d3-2fdf4c9a5e1a,3857283,3
ALL,8bf14956-39a0-4b4f-99ab-f8010f6f26be,3930166,4
ALL,8bfd7b87-e8aa-40f4-a59e-7a22e7c4c23a,3869354,3
ALL,8c05dbac-2a4b-4dfb-b56a-5a6742d45fd9,3857272,2
ALL,8c12bf59-7248-4467-87e9-29e734dc8a4a,3857277,2
ALL,8c413b7e-10db-4cdf-a9d3-d0a0cbc40cb4,3941017,1
ALL,8c4fddb3-d361-4ba7-ae9f-557f7e4ad270,3857275,0
ALL,8c5bab8e-e083-4fa3-8219-979a42627b74,3869151,0
ALL,8c61c4c8-9404-434f-9e31-05418fab9cda,3942226,3
ALL,8c829348-5e18-414f-a297-739e09b58e35,3857301,1
ALL,8ca704e5-efce-44ac-8490-183fbf9f13eb,3930183,3
ALL,8cacf87b-8b08-4e7b-b651-35f808a4d254,3930174,2
ALL,8cb461b6-274a-4373-bece-70b82a8eb0a8,3930174,2
ALL,8cb57931-9693-4d8d-9397-96897874869b,3857264,2
ALL,8cbbc622-f8ff-4e66-82f8-38dd7443c367,3930182,3
ALL,8cd19854-bc32-45fe-8b7b-b70cd51f9367,3857290,2
ALL,8cd6ec97-164e-4cb4-9622-bb8fa40871f4,3930158,0
ALL,8d0f4bc8-381f-45ff-b568-40d2b41e24da,3857269,3
ALL,8d24464b-567b-4166-b586-337fcee05e1d,3938640,3
ALL,8d32ec5e-b008-48ab-9251-48349d9e953a,3930178,3
ALL,8d33c44b-5c0f-4a67-a27e-0a09c457e3ef,3857258,2
ALL,8d451a75-9051-45f0-adac-17ca897e392b,3940983,3
ALL,8d5079af-b17f-42e9-9a6d-54450cfdb99b,3857299,4
ALL,8d630ce0-56c1-4302-ba26-e1b14a36d6e4,3857280,2
ALL,8d84eaa8-1350-4975-815c-c117bc966ff9,3857255,0
ALL,8d888af5-ac83-4fca-a5bd-b89f1c7890c5,3942752,2
ALL,8d91f772-0e01-4e08-97b3-a93cedd9f6b7,3942349,4
ALL,8dc1f1f6-2fcc-491c-98fa-fc1d74e399da,3857290,2
ALL,8dd10995-b928-4a64-afd7-374c5782ecb1,3930179,4
ALL,8de9237c-b489-4b4e-ba4c-4c751c97c6bf,3857296,1
ALL,8e0354f6-d020-4281-a624-2da0644a877f,3857277,2
ALL,8e1323c4-aa4f-473b-b506-d5e5fb0da5d5,3857272,2
ALL,8e133c95-5529-4a9b-82c1-900db40588e3,3857299,4
ALL,8e1a9785-7788-4d3e-b0c2-88b41605c457,3857290,2
ALL,8e1cc49d-9606-4dc5-833e-b00cc8999207,3857289,3
ALL,8e25ba14-5692-41da-bf0a-b5aaa05d45d3,3857297,2
ALL,8e47cc04-321c-4504-8d0f-98d8038f6060,3942752,2
ALL,8e557be0-c55f-436f-98d0-0f4f22206a9a,3857262,4
ALL,8e7f643a-6384-4ed4-8f19-2cd8bdc229cf,3857269,3
ALL,8e928541-8df5-454a-b7f2-0b403ccda18d,3857288,4
ALL,8e98c1fb-6660-4ec8-a80a-11ea1d47dd3f,3869220,0
ALL,8ea80347-0efe-4dd9-b376-8922b6f2061b,3857281,4
ALL,8ec1480f-e64c-4d64-8e3d-94ad20ef5294,3857291,3
ALL,8ede0b81-0836-43c7-91ed-f040144ebcb3,3857257,2
ALL,8eef34bb-3ccc-4135-9b21-b50092100f70,3857260,1
ALL,8efa1695-5dbd-451c-9cf3-04dde37564bc,3930169,2
ALL,8efc0703-9375-40db-b6ea-b0c9d9ef394f,3940878,4
ALL,8efda3c9-c133-4c45-8570-c514b2d34d07,3857283,3
ALL,8f026106-b608-4ab0-9966-78ab8aaa41d5,3930184,1
ALL,8f2d5b3d-5884-40de-ab55-adbab6668b6f,3942752,2
ALL,8f2da71b-fff7-43c2-a68d-44ace31f2733,3869220,0
ALL,8f32df52-749f-4fff-8b79-887c981363bc,3938640,3
ALL,8f356fc9-1cdf-4070-9dc8-4c1c2ecea08f,3857262,4
ALL,8f40fe73-42d3-4c85-ae3a-aba357d8c400,3942227,4
ALL,8f4223d7-3d7d-4f62-96fe-62f7b94a4695,3869685,1
ALL,8f675349-83a0-4719-9a5a-4c490c72af9e,3930158,0
ALL,8fbb06d4-9983-4265-988e-d8b0b6374e9a,3869552,4
ALL,8fc1a824-3584-40ce-8a34-03d30f1a7b07,3938643,1
ALL,8fd13966-f938-4315-b86b-f84b46a72630,3857262,4
ALL,8fde4635-a37d-49db-9fe5-474b766f0de3,3857286,1
ALL,8ff2edb6-578e-4abc-aa44-9be997893c49,3857288,4
ALL,8ff69963-ba63-45a3-99d4-ab9f2ab103b7,3857276,2
ALL,901728e4-dc50-4793-aa11-6d2988f8f6b3,3857257,2
ALL,902fba39-e5d0-4f7b-8d00-b21ba40ba0be,3857278,3
ALL,9083e6a6-ca98-46b6-9c4c-de147c96544f,3930177,4
ALL,908f85eb-9c39-4b29-9f14-5ae9ee354139,3869519,1
ALL,90a6bc00-479a-486f-91c0-9e3c8d2e9bd1,3930175,3
ALL,90a9579c-6259-4bfe-b051-b847999d9c5a,3930184,1
ALL,90ae9c56-6c96-481a-a99f-eef483e00b65,3857287,1
ALL,90b1bf93-52c6-49d1-a82c-d69b1ccabad6,3930179,4
ALL,90b2ce35-912b-4385-bcd5-bca50a1d9349,3857276,2
ALL,90b4423d-238e-43f8-af3d-2b3c924756f0,3857287,1
ALL,90bb3257-5644-4c3d-8691-0e0edff34271,3869151,0
ALL,90c32b23-b020-46cc-98d5-a659b72d9623,3857268,4
ALL,90c35027-b096-490a-a483-54e482eb080d,3940878,4
ALL,90cdc53a-b15d-4758-91f7-6f6266f52d0e,3857265,1
ALL,90dceb54-ec9b-4bbf-85b8-e109fe10f7f8,3857286,1
ALL,90dd6dde-2787-4916-b525-534f3f624350,3942226,3
ALL,90edbbb5-3f3b-469c-9953-0f5858098b2c,3857301,1
ALL,90f4bb1c-a52a-4be6-bd6f-554fa17aff0b,3857255,0
ALL,90f77f2b-8499-44c9-90ba-632baa79ced6,3857280,2
ALL,910858ea-961a-4f39-89dc-9f9ebcb0f047,3930160,4
ALL,910be496-ce7c-44b1-9da6-a1c0fe0e7ef3,3857280,2
ALL,912d1810-0bb1-46dd-a8fe-e70fd4d1b6ff,3869254,4
ALL,913cec5e-d3f5-40f0-a4fc-f840901e3d6c,3940878,4
ALL,913ed2e8-1eba-4ba2-94c3-1d9d0083ffd8,3857277,2
ALL,916da11e-0046-452c-8078-8126d4f3809f,3941018,1
ALL,9181aac6-0597-49ea-8879-4ecaa1cbb498,3857263,0
ALL,9184c226-f17d-46a0-a2a1-c45e2457a329,3930164,4
ALL,91b65ed2-bb18-4cb5-8646-90d76de5460c,3857290,2
ALL,91b85e49-9ed3-423f-b57e-e4e00214573e,3869152,3
ALL,91b8d355-bf40-4f4b-a942-66bf71e3a51f,3869118,1
ALL,91c19b54-8405-4f7a-a6be-6089713d2bdc,3857301,1
ALL,91ce88eb-7945-42fc-9613-441fe2c132ed,3869151,0
ALL,91db6df5-ae13-470e-b835-a75a039e6a25,3930168,2
ALL,91de1997-7ea3-4370-a21c-dbf5b00c3bfd,3930176,0
ALL,91dfef0b-45b4-4735-81d4-6e1ec20b3fdc,3930160,4
ALL,91ef3ab3-5170-4b6e-9b59-98cf97d5c69e,3930159,0
ALL,920cd0da-b017-42e1-ad20-381e691db8a1,3938639,2
ALL,922bfb03-cc3e-4acb-aaea-66dfc6836559,3857268,4
ALL,923db234-1fc2-4caf-a037-23e6737f4280,3869519,1
ALL,924ba56a-9dd8-4bbc-b7aa-e4461f7915fa,3942819,4
ALL,927955b7-1608-4371-bd39-7401f12cd3c9,3869151,0
ALL,92ac0ba7-c5b4-4191-abd0-e8cda695fc02,3857284,0
ALL,92afb740-caf7-415a-adce-3db3c9cb8e22,3941017,1
ALL,92b88f40-7935-4373-8e80-55ec239d2feb,3869220,0
ALL,92c03e09-f15e-492f-bdd1-5f6d5fec5f02,3857261,4
ALL,92cc5880-c5a0-4e88-8daf-52abcb5c7595,3930172,0
ALL,92ccb4f9-3bd7-4d83-aca3-15b3be8e38a0,3857297,2
ALL,92d91bc7-cca1-4c8a-b125-44c1500e02d0,3938644,3
ALL,92eee60e-4b90-4f58-aac1-95f32dd92d70,3930180,1
ALL,92f5a999-ca61-4c9a-a24f-d22f6ae9c2a2,3869519,1
ALL,93214ff5-ed79-4957-bcfb-d035741f2454,3857280,2
ALL,9330163f-2c41-4e08-b609-4e4d30059657,3857277,2
ALL,934a7c53-c921-4c0a-81e3-853cef6fb13b,3857256,0
ALL,93534ed9-44ba-41d1-ad51-37b5687bcfef,3857292,0
ALL,9378e40c-6aaf-4348-99ce-29b9fdcfe01d,3857286,1
ALL,939df441-23d4-45c1-8031-5c3374bfe9ba,3857289,3
ALL,939eabc3-0edc-4122-811b-5f56cb5ee603,3869152,3
ALL,93d3c37a-0834-42b2-bccc-42e8a5ffefae,3857289,3
ALL,93d9ae7d-3ec9-4761-980e-79bab41042c4,3857273,0
ALL,93e2619d-24b9-4810-a696-bf15ecc7032a,3930180,1
ALL,93fa2985-3bb2-445d-b03a-2995fa2fe28f,3941021,3
ALL,93fdb885-c5a0-40e8-9c91-08671f049aa2,3930177,4
ALL,9416f9cc-5d4b-42ca-9596-689ccef1634f,3930167,4
ALL,9420df24-f1c1-4fcd-bf35-603a4541e2d1,3930184,1
ALL,94387d22-8909-49e9-b64d-dadb270f1e25,3930167,4
ALL,94411b28-33ee-4588-ba66-9ab1f764ecc0,3930163,3
ALL,946ebcd8-1b88-44be-9d39-94ddce0afaa7,3930159,0
ALL,94917394-328d-43a4-b477-6b8d68d558d5,3869253,2
ALL,9491ff57-0602-4dd1-a621-f544154583c2,3857270,3
ALL,9497f58d-5c3a-48ab-bcb4-cd7b66205116,3938640,3
ALL,94bda17f-1187-4ad7-8e27-c0a5c7671956,3857284,0
ALL,94e51a0e-8ff2-4f96-81cb-def3f71c2d6c,3857254,0
ALL,94e52cad-58b3-4ee9-a7e0-bd34ca4b06f9,3941018,1
ALL,94fb8bb0-611d-4691-a5a4-7d4d12424bf4,3930164,4
ALL,950a2ff5-5d5f-49d2-9cbc-62a51c29957a,3869354,3
ALL,950c0571-44d2-4c41-8cb5-290b22f2cf5a,3942382,0
ALL,9511877d-1542-4e09-9843-8303899ad58b,3930176,0
ALL,951cb6b3-2829-461a-8663-94be4f6ea254,3941022,2
ALL,9523b52e-5053-484c-937c-a41ec7e2b487,3930184,1
ALL,952b8246-3e08-42ca-8f48-e3710bb862aa,3869321,0
ALL,9533fd8f-5822-41a6-9a47-12783a39fa32,3930164,4
ALL,95512e0d-f116-4c24-a2b1-022f63528f03,3930160,4
ALL,9557e06f-7c5b-46d9-976e-68a877fa3bbb,3942226,3
ALL,9558078f-aa37-4f40-a483-0bf43dc479f7,3942382,0
ALL,9562917f-0f43-44d4-a87f-4ce3c164d6b7,3930174,2
ALL,956a5f53-ef2b-4c72-90df-c542a0e2e023,3942226,3
ALL,9579cf13-15c9-4c8b-9a60-6379d703c298,3930178,3
ALL,9579fd5b-bdcb-4c2f-99fd-a4da0584a7b8,3942382,0
ALL,9582b7ad-141c-4b9e-82d8-8fd37b3871bf,3941022,2
ALL,9592b293-826e-4a56-b4e2-1f2ebe13496a,3869684,2
ALL,95938366-6031-42f1-ab6d-7392b519660c,3930164,4
ALL,95a00bf1-c240-47cb-be91-07e013f63202,3857290,2
ALL,95af33d4-4613-458d-bd4c-fe7e5f940f33,3940878,4
ALL,95da8424-526a-4fc4-a2bd-2f4bf49d4f20,3930173,4
ALL,95e9edab-25f7-4f10-989d-0d74531643f3,3930171,1
ALL,95fa4bb3-fe6d-457c-9b6d-c3d3debc1c09,3930172,0
ALL,96078fd3-0f92-4379-b65e-2a301d26d780,3869220,0
ALL,9609368e-971c-4dcf-935a-54ce9e943ea2,3930164,4
ALL,9610f044-5884-4011-af9a-8c2db2eb628b,3941018,1
ALL,9613b2d5-f9dc-4561-954e-bb43a16eaa0d,3857269,3
ALL,961747b8-7064-4f23-a69a-22797ef63c40,3857276,2
ALL,9643046b-d1c0-419e-970b-25709ab27c94,3857276,2
ALL,967c6813-b479-4d09-8fe9-80b7005b6d84,3930176,0
ALL,968f6960-be7c-4d88-b311-a232263b1c17,3857262,4
ALL,96909c1f-bf3a-43c5-abf0-c462df90f562,3942226,3
ALL,96b9f524-d60f-44c2-93e5-9639502c15b4,3938643,1
ALL,96c3d5f8-49f6-412d-8fec-d5075512ba95,3930161,4
ALL,96c90177-6557-4348-b9c2-639fc8770650,3930158,0
ALL,96cca119-0c89-465a-a615-2acf721e8e43,3857257,2
ALL,96d707aa-7903-434f-b58c-0cb3a389fb92,3857297,2
ALL,96e6a7ef-22ee-4e2b-bb21-bccc8692d179,3857258,2
ALL,970d6c4a-887d-43ab-bdc0-3288835a8672,3869420,0
ALL,9726170b-3535-4639-8a51-df0c0767f4be,3930159,0
ALL,974aac48-d3aa-4947-b9d8-b1c3c5a7ed40,3857273,0
ALL,974c4967-b34d-48e5-9ac7-7a84fbe6e1cf,3930176,0
ALL,97510d6f-0d5f-4fe0-bd40-fb4be5f9e3e3,3942227,4
ALL,976c267d-a610-48c4-9271-8fd8428b58e5,3930171,1
ALL,9798d82e-0dcd-4351-a735-2d3c403c3b60,3930175,3
ALL,97c0903f-45ac-44a7-a6fb-ea0c7cf841c0,3930163,3
ALL,97c3db0f-758a-4b15-9bdd-815e292a8929,3930171,1
ALL,97c97bb3-703a-490e-a8a1-1d80a82f839b,3857290,2
ALL,97eee6b2-6ef8-48a3-9a1a-65f76098ca92,3869685,1
ALL,980a7935-1d5f-46e9-bc51-d1d1dbb97404,3930173,4
ALL,9810ab27-dfa7-445d-85c0-a0fc5ba899b2,3869354,3
ALL,98131cda-e81e-4e7e-83fc-d02fa9cf58c4,3857283,3
ALL,9821bae7-09ee-4274-b0ec-79c760fd603b,3930161,4
ALL,98291765-0626-4e19-af1a-aa38cc5b49fd,3857265,1
ALL,98442be0-be64-43df-8522-b2463bf956ff,3930166,4
ALL,985337d9-800e-4720-89e9-71267cec6353,3930164,4
ALL,98620191-5977-4b52-a38e-9ac21d499d65,3930182,3
ALL,9866cdf6-8788-444b-ac8e-052283b78008,3857264,2
ALL,9870da58-ce5d-4db9-b999-bf50f222dd3d,3857274,3
